Date,Holiday,Province,Year
2024-01-01,New Year's Day,NT,2024
2024-01-01,New Year's Day,NU,2024
2024-01-01,New Year's Day,ON,2024
2024-01-01,New Year's Day,PE,2024
2024-01-01,New Year's Day,QC,2024
2024-01-01,New Year's Day,SK,2024
2024-01-01,New Year's Day,YT,2024
2024-02-19,Family Day,AB,2024
2024-02-19,Family Day,BC,2024
2024-02-19,Louis Riel Day,MB,2024
2024-02-19,Family Day,NB,2024
2024-02-19,Heritage Day,NS,2024
2024-02-19,Family Day,ON,2024
2024-02-19,Islander Day,PE,2024
2024-02-19,Family Day,SK,2024
2024-03-29,Good Friday,AB,2024
2024-03-29,Good Friday,BC,2024
2024-03-29,Good Friday,MB,2024
2024-03-29,Good Friday,NB,2024
2024-03-29,Good Friday,NL,2024
2024-03-29,Good Friday,NS,2024
2024-03-29,Good Friday,NT,2024
2024-03-29,Good Friday,NU,2024
2024-03-29,Good Friday,ON,2024
2024-03-29,Good Friday,PE,2024
2024-03-29,Good Friday,QC,2024
2024-03-29,Good Friday,SK,2024
2024-03-29,Good Friday,YT,2024
2024-05-20,Victoria Day,AB,2024
2024-05-20,Victoria Day,BC,2024
2024-05-20,Victoria Day,MB,2024
2024-05-20,Victoria Day,NT,2024
2024-05-20,Victoria Day,NU,2024
2024-05-20,Victoria Day,ON,2024
2024-05-20,National Patriots' Day,QC,2024
2024-05-20,Victoria Day,SK,2024
2024-05-20,Victoria Day,YT,2024
2024-06-21,National Aboriginal Day,NT,2024
2024-06-21,National Aboriginal Day,YT,2024
2024-06-24,Saint John the Baptist Day,QC,2024
2024-07-01,Canada Day,AB,2024
2024-07-01,Canada Day,BC,2024
2024-07-01,Canada Day,MB,2024
2024-07-01,Canada Day,NB,2024
2024-07-01,Canada Day; Memorial Day,NL,2024
2024-07-01,Canada Day,NS,2024
2024-07-01,Canada Day,NT,2024
2024-07-01,Canada Day,NU,2024
2024-07-01,Canada Day,ON,2024
2024-07-01,Canada Day,PE,2024
2024-07-01,Canada Day,QC,2024
2024-07-01,Canada Day,SK,2024
2024-07-01,Canada Day,YT,2024
2024-07-09,Nunavut Day,NU,2024
2024-08-05,British Columbia Day,BC,2024
2024-08-05,New Brunswick Day,NB,2024
2024-08-05,Civic Holiday,NT,2024
2024-08-05,Civic Holiday,NU,2024
2024-08-05,Saskatchewan Day,SK,2024
2024-08-19,Discovery Day,YT,2024
2024-09-02,Labor Day,AB,2024
2024-09-02,Labor Day,BC,2024
2024-09-02,Labor Day,MB,2024
2024-09-02,Labor Day,NB,2024
2024-09-02,Labor Day,NL,2024
2024-09-02,Labor Day,NS,2024
2024-09-02,Labor Day,NT,2024
2024-09-02,Labor Day,NU,2024
2024-09-02,Labor Day,ON,2024
2024-09-02,Labor Day,PE,2024
2024-09-02,Labor Day,QC,2024
2024-09-02,Labor Day,SK,2024
2024-09-02,Labor Day,YT,2024
2024-09-30,National Day for Truth and Reconciliation,BC,2024
2024-09-30,National Day for Truth and Reconciliation,NT,2024
2024-09-30,National Day for Truth and Reconciliation,NU,2024
2024-09-30,National Day for Truth and Reconciliation,PE,2024
2024-09-30,National Day for Truth and Reconciliation,YT,2024
2024-10-14,Thanksgiving Day,AB,2024
2024-10-14,Thanksgiving Day,BC,2024
2024-10-14,Thanksgiving Day,MB,2024
2024-10-14,Thanksgiving Day,NT,2024
2024-10-14,Thanksgiving Day,NU,2024
2024-10-14,Thanksgiving Day,ON,2024
2024-10-14,Thanksgiving Day,QC,2024
2024-10-14,Thanksgiving Day,SK,2024
2024-10-14,Thanksgiving Day,YT,2024
2024-11-11,Remembrance Day,AB,2024
2024-11-11,Remembrance Day,BC,2024
2024-11-11,Remembrance Day,NB,2024
2024-11-11,Remembrance Day,NL,2024
2024-11-11,Remembrance Day,NS,2024
2024-11-11,Remembrance Day,NT,2024
2024-11-11,Remembrance Day,NU,2024
2024-11-11,Remembrance Day,PE,2024
2024-11-11,Remembrance Day,SK,2024
2024-11-11,Remembrance Day,YT,2024
2024-12-25,Christmas Day,AB,2024
2024-12-25,Christmas Day,BC,2024
2024-12-25,Christmas Day,MB,2024
2024-12-25,Christmas Day,NB,2024
2024-12-25,Christmas Day,NL,2024
2024-12-25,Christmas Day,NS,2024
2024-12-25,Christmas Day,NT,2024
2024-12-25,Christmas Day,NU,2024
2024-12-25,Christmas Day,ON,2024
2024-12-25,Christmas Day,PE,2024
2024-12-25,Christmas Day,QC,2024
2024-12-25,Christmas Day,SK,2024
2024-12-25,Christmas Day,YT,2024
2024-12-26,Boxing Day,ON,2024
